"Age","Athlete","Gold","Date","Date (String)","Country"
"22","Emilie Heymans","false","2004-08-29","2004-08-29","Canada"
"21","Hu Jia","true","2004-08-29","2004-08-29","China"
"30","Vera Ilyina","false","2004-08-29","2004-08-29","Russia"
"15","Yuliya Koltunova","false","2004-08-29","2004-08-29","Russia"
"31","Irina Lashko","false","2004-08-29","2004-08-29","Australia"
"17","Li Ting","true","2004-08-29","2004-08-29","China"
"23","Peng Bo","true","2004-08-29","2004-08-29","China"
"30","Dmitry Sautin","false","2004-08-29","2004-08-29","Russia"
"25","Tobias Schellenberg","false","2004-08-29","2004-08-29","Germany"
"28","Nikolaos Siranidis","true","2004-08-29","2004-08-29","Greece"
"26","Leon Taylor","false","2004-08-29","2004-08-29","Great Britain"
"25","Loudy Tourky-Wiggins","false","2004-08-29","2004-08-29","Australia"
"23","Peter Waterfield","false","2004-08-29","2004-08-29","Great Britain"
"29","Andreas Wels","false","2004-08-29","2004-08-29","Germany"
"21","Yang Jinghui","true","2004-08-29","2004-08-29","China"
"18","Aleksandr Dobroskok","false","2000-10-01","2000-10-01","Russia"
"21","Rebecca Gilmore","false","2000-10-01","2000-10-01","Australia"
"29","Jan Hempel","false","2000-10-01","2000-10-01","Germany"
"18","Emilie Heymans","false","2000-10-01","2000-10-01","Canada"
"26","Vera Ilyina","true","2000-10-01","2000-10-01","Russia"
"26","Dörte Lindner","false","2000-10-01","2000-10-01","Germany"
"21","Igor Lukashin","true","2000-10-01","2000-10-01","Russia"
"23","Heiko Meyer","false","2000-10-01","2000-10-01","Germany"
"21","Robert Newbery","false","2000-10-01","2000-10-01","Australia"
"23","Yuliya Pakhalina","true","2000-10-01","2000-10-01","Russia"
"27","Fernando Platas","false","2000-10-01","2000-10-01","Mexico"
"27","Dean Pullar","false","2000-10-01","2000-10-01","Australia"
"16","Sang Xue","true","2000-10-01","2000-10-01","China"
"24","Hanna Sorokina","false","2000-10-01","2000-10-01","Ukraine"
"21","Loudy Tourky-Wiggins","false","2000-10-01","2000-10-01","Australia"
"22","Laura Wilkinson","true","2000-10-01","2000-10-01","United States"
"23","Xiao Hailiang","true","2000-10-01","2000-10-01","China"
"27","Olena Zhupina","false","2000-10-01","2000-10-01","Ukraine"
"23","Lizzie Armitstead","false","2012-08-12","2012-08-12","Great Britain"
"38","Kristin Armstrong","true","2012-08-12","2012-08-12","United States"
"36","Judith Arndt","false","2012-08-12","2012-08-12","Germany"
"39","Dotsie Bausch","false","2012-08-12","2012-08-12","United States"
"25","Sam Bewley","false","2012-08-12","2012-08-12","New Zealand"
"23","Jack Bobridge","false","2012-08-12","2012-08-12","Australia"
"23","Julie Bresset","true","2012-08-12","2012-08-12","France"
"24","Steven Burke","true","2012-08-12","2012-08-12","Great Britain"
"22","Gillian Carleton","false","2012-08-12","2012-08-12","Canada"
"20","Bryan Coquard","false","2012-08-12","2012-08-12","France"
"24","Michaël D'Almeida","false","2012-08-12","2012-08-12","France"
"22","Rohan Dennis","false","2012-08-12","2012-08-12","Australia"
"20","Annette Edmondson","false","2012-08-12","2012-08-12","Australia"
"25","René Enders","false","2012-08-12","2012-08-12","Germany"
"27","Marco Aurelio Fontana","false","2012-08-12","2012-08-12","Italy"
"26","Robert Förstemann","false","2012-08-12","2012-08-12","Germany"
"27","Chris Froome","false","2012-08-12","2012-08-12","Great Britain"
"21","Aaron Gate","false","2012-08-12","2012-08-12","New Zealand"
"20","Jasmin Glaesser","false","2012-08-12","2012-08-12","Canada"
"25","Gong Jinjie","false","2012-08-12","2012-08-12","China"
"24","Westley Gough","false","2012-08-12","2012-08-12","New Zealand"
"32","Georgia Gould","false","2012-08-12","2012-08-12","United States"
"20","Lasse Norman Hansen","true","2012-08-12","2012-08-12","Denmark"
"20","Michael Hepburn","false","2012-08-12","2012-08-12","Australia"
"19","Philip Hindes","true","2012-08-12","2012-08-12","Great Britain"
"23","Peter Kennaugh","true","2012-08-12","2012-08-12","Great Britain"
"21","Dani King","true","2012-08-12","2012-08-12","Great Britain"
"25","Alexander Kristoff","false","2012-08-12","2012-08-12","Norway"
"27","Jaroslav Kulhavý","true","2012-08-12","2012-08-12","Czech Republic"
"25","Lee Wai Sze","false","2012-08-12","2012-08-12","Hong Kong"
"27","Tony Martin","false","2012-08-12","2012-08-12","Germany"
"24","Kaarle McCulloch","false","2012-08-12","2012-08-12","Australia"
"31","Teun Mulder","false","2012-08-12","2012-08-12","Netherlands"
"23","Glenn O'Shea","false","2012-08-12","2012-08-12","Australia"
"24","Carlos Oquendo","false","2012-08-12","2012-08-12","Colombia"
"20","Mariana Pajón","true","2012-08-12","2012-08-12","Colombia"
"25","Shane Perkins","false","2012-08-12","2012-08-12","Australia"
"34","Jennie Reed","false","2012-08-12","2012-08-12","United States"
"23","Joanna Rowsell","true","2012-08-12","2012-08-12","Great Britain"
"29","Marc Ryan","false","2012-08-12","2012-08-12","New Zealand"
"26","Nino Schurter","false","2012-08-12","2012-08-12","Switzerland"
"24","Jesse Sergent","false","2012-08-12","2012-08-12","New Zealand"
"25","Kévin Sireau","false","2012-08-12","2012-08-12","France"
"18","Laura Smulders","false","2012-08-12","2012-08-12","Netherlands"
"40","Sabine Spitz","false","2012-08-12","2012-08-12","Germany"
"25","Maris Štrombergs","true","2012-08-12","2012-08-12","Latvia"
"28","Lauren Tamayo","false","2012-08-12","2012-08-12","United States"
"26","Geraint Thomas","true","2012-08-12","2012-08-12","Great Britain"
"25","Rigoberto Urán","false","2012-08-12","2012-08-12","Colombia"
"23","Simon van Velthooven","false","2012-08-12","2012-08-12","New Zealand"
"38","Aleksandr Vinokurov","true","2012-08-12","2012-08-12","Kazakhstan"
"21","Kristina Vogel","true","2012-08-12","2012-08-12","Germany"
"25","Marianne Vos","true","2012-08-12","2012-08-12","Netherlands"
"24","Sarah Walker","false","2012-08-12","2012-08-12","New Zealand"
"25","Miriam Welte","true","2012-08-12","2012-08-12","Germany"
"32","Tara Whitten","false","2012-08-12","2012-08-12","Canada"
"32","Bradley Wiggins","true","2012-08-12","2012-08-12","Great Britain"
"20","Sam Willoughby","false","2012-08-12","2012-08-12","Australia"
"28","Julien Absalon","true","2008-08-24","2008-08-24","France"
"35","Kristin Armstrong","true","2008-08-24","2008-08-24","United States"
"23","Grégory Baugé","false","2008-08-24","2008-08-24","France"
"21","Sam Bewley","false","2008-08-24","2008-08-24","New Zealand"
"20","Steven Burke","false","2008-08-24","2008-08-24","Great Britain"
"30","Anne-Caroline Chausson","true","2008-08-24","2008-08-24","France"
"22","Michael Færk Christensen","false","2008-08-24","2008-08-24","Denmark"
"23","Ed Clancy","true","2008-08-24","2008-08-24","Great Britain"
"25","Nicole Cooke","true","2008-08-24","2008-08-24","Great Britain"
"43","Juan Esteban Curuchet","true","2008-08-24","2008-08-24","Argentina"
"23","Mike Day","false","2008-08-24","2008-08-24","United States"
"25","Ross Edgar","false","2008-08-24","2008-08-24","Great Britain"
"21","René Enders","false","2008-08-24","2008-08-24","Germany"
"32","Yoanka González","false","2008-08-24","2008-08-24","Cuba"
"20","Westley Gough","false","2008-08-24","2008-08-24","New Zealand"
"23","Tania Guderzo","false","2008-08-24","2008-08-24","Italy"
"22","Guo Shuang","false","2008-08-24","2008-08-24","China"
"33","Wendy Houvenaghel","false","2008-08-24","2008-08-24","Great Britain"
"23","Mikhail Ignatyev","false","2008-08-24","2008-08-24","Russia"
"24","Emma Johansson","false","2008-08-24","2008-08-24","Sweden"
"22","Casper Jørgensen","false","2008-08-24","2008-08-24","Denmark"
"30","Irina Kalentyeva","false","2008-08-24","2008-08-24","Russia"
"20","Lesia Kalytovska","false","2008-08-24","2008-08-24","Ukraine"
"26","Jill Kintner","false","2008-08-24","2008-08-24","United States"
"22","Roger Kluge","false","2008-08-24","2008-08-24","Germany"
"27","Aleksandr Kolobnev","false","2008-08-24","2008-08-24","Russia"
"27","Gustav Larsson","false","2008-08-24","2008-08-24","Sweden"
"22","Laëtitia Le Corguillé","false","2008-08-24","2008-08-24","France"
"34","Levi Leipheimer","false","2008-08-24","2008-08-24","United States"
"21","Maximilian Levy","false","2008-08-24","2008-08-24","Germany"
"27","Jens-Erik Madsen","false","2008-08-24","2008-08-24","Denmark"
"33","Paul Manning","true","2008-08-24","2008-08-24","Great Britain"
"29","Aleksey Markov","false","2008-08-24","2008-08-24","Russia"
"24","Anna Meares","false","2008-08-24","2008-08-24","Australia"
"23","Michael Mørkøv","false","2008-08-24","2008-08-24","Denmark"
"25","Kiyofumi Nagai","false","2008-08-24","2008-08-24","Japan"
"34","Chris Newton","false","2008-08-24","2008-08-24","Great Britain"
"30","Stefan Nimke","false","2008-08-24","2008-08-24","Germany"
"31","Leire Olaberria","false","2008-08-24","2008-08-24","Spain"
"27","Vicki Pendleton","true","2008-08-24","2008-08-24","Great Britain"
"31","Jean-Christophe Péraud","false","2008-08-24","2008-08-24","France"
"35","Walter Pérez","true","2008-08-24","2008-08-24","Argentina"
"25","Emma Pooley","false","2008-08-24","2008-08-24","Great Britain"
"24","Alex Rasmussen","false","2008-08-24","2008-08-24","Denmark"
"25","Donny Robinson","false","2008-08-24","2008-08-24","United States"
"28","Rebecca Romero","true","2008-08-24","2008-08-24","Great Britain"
"25","Marc Ryan","false","2008-08-24","2008-08-24","New Zealand"
"30","Samuel Sánchez","true","2008-08-24","2008-08-24","Spain"
"22","Nino Schurter","false","2008-08-24","2008-08-24","Switzerland"
"20","Jesse Sergent","false","2008-08-24","2008-08-24","New Zealand"
"21","Kévin Sireau","false","2008-08-24","2008-08-24","France"
"36","Sabine Spitz","true","2008-08-24","2008-08-24","Germany"
"35","Jamie Staff","true","2008-08-24","2008-08-24","Great Britain"
"21","Maris Štrombergs","true","2008-08-24","2008-08-24","Latvia"
"34","Toni Tauler","false","2008-08-24","2008-08-24","Spain"
"22","Geraint Thomas","true","2008-08-24","2008-08-24","Great Britain"
"36","Karin Thürig","false","2008-08-24","2008-08-24","Switzerland"
"30","Arnaud Tournant","false","2008-08-24","2008-08-24","France"
"21","Marianne Vos","true","2008-08-24","2008-08-24","Netherlands"
"24","Maja Wloszczowska","false","2008-08-24","2008-08-24","Poland"
"21","Tamila Abasova","false","2004-08-29","2004-08-29","Russia"
"24","Julien Absalon","true","2004-08-29","2004-08-29","France"
"28","Judith Arndt","false","2004-08-29","2004-08-29","Germany"
"30","Paolo Bettini","true","2004-08-29","2004-08-29","Italy"
"21","Theo Bos","false","2004-08-29","2004-08-29","Netherlands"
"24","Mickaël Bourgain","false","2004-08-29","2004-08-29","France"
"35","Bart Brentjens","false","2004-08-29","2004-08-29","Netherlands"
"35","María Luisa Calle","false","2004-08-29","2004-08-29","Colombia"
"23","Sara Carrigan","true","2004-08-29","2004-08-29","Australia"
"25","Carlos Castaño","false","2004-08-29","2004-08-29","Spain"
"23","Steve Cummings","false","2004-08-29","2004-08-29","Great Britain"
"31","Gunn Rita Dahle-Flesjå","true","2004-08-29","2004-08-29","Norway"
"22","Peter Dawson","true","2004-08-29","2004-08-29","Australia"
"31","Dede Demet-Barry","false","2004-08-29","2004-08-29","United States"
"34","José Antonio Escuredo","false","2004-08-29","2004-08-29","Spain"
"34","Jens Fiedler","true","2004-08-29","2004-08-29","Germany"
"34","Guido Fulst","false","2004-08-29","2004-08-29","Germany"
"28","Toshiaki Fushimi","false","2004-08-29","2004-08-29","Japan"
"31","Laurent Gané","false","2004-08-29","2004-08-29","France"
"30","Belem Guerrero","false","2004-08-29","2004-08-29","Mexico"
"33","Tyler Hamilton","true","2004-08-29","2004-08-29","United States"
"26","José Antonio Hermida","false","2004-08-29","2004-08-29","Spain"
"28","Chris Hoy","true","2004-08-29","2004-08-29","Great Britain"
"19","Mikhail Ignatyev","true","2004-08-29","2004-08-29","Russia"
"25","Masaki Inoue","false","2004-08-29","2004-08-29","Japan"
"30","Jiang Yonghua","false","2004-08-29","2004-08-29","China"
"32","Bobby Julich","false","2004-08-29","2004-08-29","United States"
"32","Shane Kelly","false","2004-08-29","2004-08-29","Australia"
"24","Brett Lancaster","true","2004-08-29","2004-08-29","Australia"
"35","Joan Llaneras","false","2004-08-29","2004-08-29","Spain"
"29","Katie Mactier","false","2004-08-29","2004-08-29","Australia"
"26","Asier Maeztu","false","2004-08-29","2004-08-29","Spain"
"29","Paul Manning","false","2004-08-29","2004-08-29","Great Britain"
"25","Franco Marvulli","false","2004-08-29","2004-08-29","Switzerland"
"32","Axel Merckx","false","2004-08-29","2004-08-29","Belgium"
"38","Lori-Ann Muenzer","true","2004-08-29","2004-08-29","Canada"
"25","Tomohiro Nagatsuka","false","2004-08-29","2004-08-29","Japan"
"30","Chris Newton","false","2004-08-29","2004-08-29","Great Britain"
"31","Stuart O'Grady","true","2004-08-29","2004-08-29","Australia"
"24","Sérgio Paulinho","false","2004-08-29","2004-08-29","Portugal"
"26","Marie-Hélène Prémont","false","2004-08-29","2004-08-29","Canada"
"35","Bruno Risi","false","2004-08-29","2004-08-29","Switzerland"
"27","Luke Roberts","true","2004-08-29","2004-08-29","Australia"
"32","Sabine Spitz","false","2004-08-29","2004-08-29","Germany"
"35","Bryan Steel","false","2004-08-29","2004-08-29","Great Britain"
"32","Karin Thürig","false","2004-08-29","2004-08-29","Switzerland"
"29","Carlos Torrent","false","2004-08-29","2004-08-29","Spain"
"28","Nataliya Tsilinskaya","false","2004-08-29","2004-08-29","Belarus"
"28","Sarah Ulmer","true","2004-08-29","2004-08-29","New Zealand"
"26","Stephen Wooldridge","true","2004-08-29","2004-08-29","Australia"
"38","Vyacheslav Yekimov","false","2004-08-29","2004-08-29","Russia"
"29","Brett Aitken","true","2000-10-01","2000-10-01","Australia"
"29","Lance Armstrong","false","2000-10-01","2000-10-01","United States"
"22","Daniel Becke","true","2000-10-01","2000-10-01","Germany"
"31","Antonella Bellutti","true","2000-10-01","2000-10-01","Italy"
"29","Barbara Blatter","false","2000-10-01","2000-10-01","Switzerland"
"24","Serhiy Cherniavskiy","false","2000-10-01","2000-10-01","Ukraine"
"37","Jonny Clay","false","2000-10-01","2000-10-01","Great Britain"
"36","Marion Clignet","false","2000-10-01","2000-10-01","France"
"42","Étienne De Wilde","false","2000-10-01","2000-10-01","Belgium"
"31","Sean Eadie","false","2000-10-01","2000-10-01","Australia"
"29","Oleksandr Fedenko","false","2000-10-01","2000-10-01","Ukraine"
"23","Michelle Ferris","false","2000-10-01","2000-10-01","Australia"
"28","Marga Fullana","false","2000-10-01","2000-10-01","Spain"
"30","Guido Fulst","true","2000-10-01","2000-10-01","Germany"
"27","Laurent Gané","true","2000-10-01","2000-10-01","France"
"28","Matthew Gilmore","false","2000-10-01","2000-10-01","Belgium"
"31","Oksana Grishina","false","2000-10-01","2000-10-01","Russia"
"26","Darryn Hill","false","2000-10-01","2000-10-01","Australia"
"29","Mari Holden","false","2000-10-01","2000-10-01","United States"
"24","Chris Hoy","false","2000-10-01","2000-10-01","Great Britain"
"25","Jiang Cuihua","false","2000-10-01","2000-10-01","China"
"28","Shane Kelly","false","2000-10-01","2000-10-01","Australia"
"25","Andreas Klöden","false","2000-10-01","2000-10-01","Germany"
"26","Hanka Kupfernagel","false","2000-10-01","2000-10-01","Germany"
"31","Joan Llaneras","true","2000-10-01","2000-10-01","Spain"
"41","Jeannie Longo-Ciprelli","false","2000-10-01","2000-10-01","France"
"29","Craig MacLean","false","2000-10-01","2000-10-01","Great Britain"
"25","Paul Manning","false","2000-10-01","2000-10-01","Great Britain"
"21","Aleksey Markov","false","2000-10-01","2000-10-01","Russia"
"37","Silvio Martinello","false","2000-10-01","2000-10-01","Italy"
"24","Miguel Martinez","true","2000-10-01","2000-10-01","France"
"25","Serhiy Matvieiev","false","2000-10-01","2000-10-01","Ukraine"
"24","Brad McGee","false","2000-10-01","2000-10-01","Australia"
"39","Yvonne McGregor","false","2000-10-01","2000-10-01","Great Britain"
"30","Scott McGrory","true","2000-10-01","2000-10-01","Australia"
"29","Filip Meirhaeghe","false","2000-10-01","2000-10-01","Belgium"
"26","Chris Newton","false","2000-10-01","2000-10-01","Great Britain"
"22","Stefan Nimke","false","2000-10-01","2000-10-01","Germany"
"29","Marty Nothstein","true","2000-10-01","2000-10-01","United States"
"31","Paola Pezzo","true","2000-10-01","2000-10-01","Italy"
"26","Olaf Pollack","true","2000-10-01","2000-10-01","Germany"
"24","Christoph Sauser","false","2000-10-01","2000-10-01","Switzerland"
"31","Olga Slyusareva","false","2000-10-01","2000-10-01","Russia"
"31","Bryan Steel","false","2000-10-01","2000-10-01","Great Britain"
"26","Oleksandr Symonenko","false","2000-10-01","2000-10-01","Ukraine"
"22","Arnaud Tournant","true","2000-10-01","2000-10-01","France"
"31","Marco Villa","false","2000-10-01","2000-10-01","Italy"
"27","Aleksandr Vinokurov","false","2000-10-01","2000-10-01","Kazakhstan"
"20","Bradley Wiggins","false","2000-10-01","2000-10-01","Great Britain"
"28","Milton Wynants","false","2000-10-01","2000-10-01","Uruguay"
"24","Iryna Yanovych","false","2000-10-01","2000-10-01","Ukraine"
"34","Vyacheslav Yekimov","true","2000-10-01","2000-10-01","Russia"
"24","Diana Žiliute","false","2000-10-01","2000-10-01","Lithuania"
"38","Cori Bartel","false","2010-02-28","2010-02-28","Canada"
"43","Cheryl Bernard","false","2010-02-28","2010-02-28","Canada"
"46","Carolyn Darbyshire-McRory","false","2010-02-28","2010-02-28","Canada"
"41","Markus Eggler","false","2010-02-28","2010-02-28","Switzerland"
"26","Adam Enright","true","2010-02-28","2010-02-28","Canada"
"25","Jan Hauser","false","2010-02-28","2010-02-28","Switzerland"
"26","Ben Hebert","true","2010-02-28","2010-02-28","Canada"
"28","Marc Kennedy","true","2010-02-28","2010-02-28","Canada"
"39","Cathrine Lindahl","true","2010-02-28","2010-02-28","Sweden"
"28","Liu Yin","false","2010-02-28","2010-02-28","China"
"38","Eva Lund","true","2010-02-28","2010-02-28","Sweden"
"43","Kevin Martin","true","2010-02-28","2010-02-28","Canada"
"30","Kristie Moore","false","2010-02-28","2010-02-28","Canada"
"31","John Morris","true","2010-02-28","2010-02-28","Canada"
"35","Torger Nergård","false","2010-02-28","2010-02-28","Norway"
"43","Anette Norberg","true","2010-02-28","2010-02-28","Sweden"
"32","Susan O'Connor","false","2010-02-28","2010-02-28","Canada"
"26","Håvard Vad Petersson","false","2010-02-28","2010-02-28","Norway"
"33","Ralph Stöckli","false","2010-02-28","2010-02-28","Switzerland"
"30","Simon Strübin","false","2010-02-28","2010-02-28","Switzerland"
"27","Christoffer Svae","false","2010-02-28","2010-02-28","Norway"
"36","Anna Svärd-Le Moine","true","2010-02-28","2010-02-28","Sweden"
"38","Thomas Ulsrud","false","2010-02-28","2010-02-28","Norway"
"25","Wang Bingyu","false","2010-02-28","2010-02-28","China"
"24","Yue Qingshuang","false","2010-02-28","2010-02-28","China"
"27","Zhou Yan","false","2010-02-28","2010-02-28","China"
"24","Mike Adam","true","2006-02-26","2006-02-26","Canada"
"43","Glenys Bakker","false","2006-02-26","2006-02-26","Canada"
"27","Binia Beeli","false","2006-02-26","2006-02-26","Switzerland"
"37","Pete Fenson","false","2006-02-26","2006-02-26","United States"
"25","Brad Gushue","true","2006-02-26","2006-02-26","Canada"
"49","Russ Howard","true","2006-02-26","2006-02-26","Canada"
"44","Sandra Jenkins","false","2006-02-26","2006-02-26","Canada"
"28","Christine Keshen","false","2006-02-26","2006-02-26","Canada"
"30","Kalle Kiiskinen","false","2006-02-26","2006-02-26","Finland"
"37","Shannon Kleibrink","false","2006-02-26","2006-02-26","Canada"
"26","Jamie Korab","true","2006-02-26","2006-02-26","Canada"
"35","Cathrine Lindahl","true","2006-02-26","2006-02-26","Sweden"
"34","Eva Lund","true","2006-02-26","2006-02-26","Sweden"
"31","Wille Mäkelä","false","2006-02-26","2006-02-26","Finland"
"26","Michèle Moser","false","2006-02-26","2006-02-26","Switzerland"
"26","Mark Nichols","true","2006-02-26","2006-02-26","Canada"
"28","Amy Nixon","false","2006-02-26","2006-02-26","Canada"
"39","Anette Norberg","true","2006-02-26","2006-02-26","Sweden"
"34","Mirjam Ott","false","2006-02-26","2006-02-26","Switzerland"
"23","Joe Polo","false","2006-02-26","2006-02-26","United States"
"34","Shawn Rojeski","false","2006-02-26","2006-02-26","United States"
"32","Teemu Salo","false","2006-02-26","2006-02-26","Finland"
"23","John Shuster","false","2006-02-26","2006-02-26","United States"
"22","Valeria Spälty","false","2006-02-26","2006-02-26","Switzerland"
"32","Anna Svärd-Le Moine","true","2006-02-26","2006-02-26","Sweden"
"39","Markku Uusipaavalniemi","false","2006-02-26","2006-02-26","Finland"
"41","Don Bartlett","false","2002-02-24","2002-02-24","Canada"
"33","Laurence Bidaud","false","2002-02-24","2002-02-24","Switzerland"
"38","Flemming Davanger","true","2002-02-24","2002-02-24","Norway"
"30","Luzia Ebnöther","false","2002-02-24","2002-02-24","Switzerland"
"33","Markus Eggler","false","2002-02-24","2002-02-24","Switzerland"
"29","Tanya Frei","false","2002-02-24","2002-02-24","Switzerland"
"28","Damian Grichting","false","2002-02-24","2002-02-24","Switzerland"
"33","Debbie Knox","true","2002-02-24","2002-02-24","Great Britain"
"36","Kelley Law","false","2002-02-24","2002-02-24","Canada"
"27","Fiona MacDonald","true","2002-02-24","2002-02-24","Great Britain"
"35","Kevin Martin","false","2002-02-24","2002-02-24","Canada"
"35","Rhona Martin","true","2002-02-24","2002-02-24","Great Britain"
"34","Margaret Morton","true","2002-02-24","2002-02-24","Great Britain"
"43","Diane Nelson","false","2002-02-24","2002-02-24","Canada"
"27","Torger Nergård","true","2002-02-24","2002-02-24","Norway"
"45","Cheryl Noble","false","2002-02-24","2002-02-24","Canada"
"30","Mirjam Ott","false","2002-02-24","2002-02-24","Switzerland"
"34","Bent Ånund Ramsfjell","true","2002-02-24","2002-02-24","Norway"
"23","Marco Ramstein","false","2002-02-24","2002-02-24","Switzerland"
"30","Janice Rankin","true","2002-02-24","2002-02-24","Great Britain"
"29","Nadia Röthlisberger","false","2002-02-24","2002-02-24","Switzerland"
"24","Carter Rycroft","false","2002-02-24","2002-02-24","Canada"
"31","Andi Schwaller","false","2002-02-24","2002-02-24","Switzerland"
"35","Christof Schwaller","false","2002-02-24","2002-02-24","Switzerland"
"33","Julie Sutton-Skinner","false","2002-02-24","2002-02-24","Canada"
"45","Ken Tralnberg","false","2002-02-24","2002-02-24","Canada"
"39","Pål Trulsen","true","2002-02-24","2002-02-24","Norway"
"34","Lars Vågberg","true","2002-02-24","2002-02-24","Norway"
"38","Don Walchuk","false","2002-02-24","2002-02-24","Canada"
"36","Georgina Wheatcroft","false","2002-02-24","2002-02-24","Canada"
"32","Tobias Angerer","false","2010-02-28","2010-02-28","Germany"
"30","Lars Berger","false","2010-02-28","2010-02-28","Norway"
"23","Dario Cologna","true","2010-02-28","2010-02-28","Switzerland"
"19","Miriam Gössner","false","2010-02-28","2010-02-28","Germany"
"38","Odd-Bjørn Hjelmeset","false","2010-02-28","2010-02-28","Norway"
"23","Martin Jakš","false","2010-02-28","2010-02-28","Czech Republic"
"21","Therese Johaug","true","2010-02-28","2010-02-28","Norway"
"25","Irina Khazova","false","2010-02-28","2010-02-28","Russia"
"28","Nataliya Korostelyova","false","2010-02-28","2010-02-28","Russia"
"31","Martin Koukal","false","2010-02-28","2010-02-28","Czech Republic"
"24","Nikita Kryukov","true","2010-02-28","2010-02-28","Russia"
"33","Virpi Kuitunen","false","2010-02-28","2010-02-28","Finland"
"31","Riitta-Liisa Lassila-Roponen","false","2010-02-28","2010-02-28","Finland"
"32","Jirí Magál","false","2010-02-28","2010-02-28","Czech Republic"
"30","Petra Majdic","false","2010-02-28","2010-02-28","Slovenia"
"23","Nikolay Morilov","false","2010-02-28","2010-02-28","Russia"
"28","Pirjo Muranen","false","2010-02-28","2010-02-28","Finland"
"20","Aleksandr Panzhinsky","false","2010-02-28","2010-02-28","Russia"
"27","Øystein Pettersen","true","2010-02-28","2010-02-28","Norway"
"26","Aleksey Petukhov","false","2010-02-28","2010-02-28","Russia"
"35","Pietro Piller Cottrer","false","2010-02-28","2010-02-28","Italy"
"27","Daniel Richardsson","true","2010-02-28","2010-02-28","Sweden"
"29","Vibeke Skofterud","true","2010-02-28","2010-02-28","Norway"
"32","Kristina Šmigun-Vähi","false","2010-02-28","2010-02-28","Estonia"
"32","Anders Södergren","true","2010-02-28","2010-02-28","Sweden"
"28","Kristin Størmer Steira","true","2010-02-28","2010-02-28","Norway"
"25","Martin Johnsrud Sundby","false","2010-02-28","2010-02-28","Norway"
"20","Tim Tscharnke","false","2010-02-28","2010-02-28","Germany"
"30","Katrin Zeller","false","2010-02-28","2010-02-28","Germany"
"23","Ivan Alypov","false","2006-02-26","2006-02-26","Russia"
"24","Lina Andersson","true","2006-02-26","2006-02-26","Sweden"
"30","Nataliya Baranova","true","2006-02-26","2006-02-26","Russia"
"28","Lukáš Bauer","false","2006-02-26","2006-02-26","Czech Republic"
"29","Viola Bauer","false","2006-02-26","2006-02-26","Germany"
"25","Marit Bjørgen","false","2006-02-26","2006-02-26","Norway"
"24","Stefanie Böhler","false","2006-02-26","2006-02-26","Germany"
"38","Mikhail Botvinov","false","2006-02-26","2006-02-26","Austria"
"30","Antonella Confortola-Wyatt","false","2006-02-26","2006-02-26","Italy"
"22","Chandra Crawford","true","2006-02-26","2006-02-26","Canada"
"29","Anna Dahlberg-Olsson","true","2006-02-26","2006-02-26","Sweden"
"22","Roddy Darragon","false","2006-02-26","2006-02-26","France"
"33","Frode Estil","false","2006-02-26","2006-02-26","Norway"
"26","Jens Filbrich","false","2006-02-26","2006-02-26","Germany"
"28","Arianna Follis","false","2006-02-26","2006-02-26","Italy"
"33","Mathias Fredriksson","false","2006-02-26","2006-02-26","Sweden"
"32","Tor-Arne Hetland","false","2006-02-26","2006-02-26","Norway"
"23","Justyna Kowalczyk","false","2006-02-26","2006-02-26","Poland"
"29","Virpi Kuitunen","false","2006-02-26","2006-02-26","Finland"
"32","Larisa Kurkina","true","2006-02-26","2006-02-26","Russia"
"25","Mats Larsson","false","2006-02-26","2006-02-26","Sweden"
"25","Johan Olsson","false","2006-02-26","2006-02-26","Sweden"
"36","Gabriella Paruzzi","false","2006-02-26","2006-02-26","Italy"
"41","Hilde Gjermundshaug Pedersen","false","2006-02-26","2006-02-26","Norway"
"29","Sara Renner","false","2006-02-26","2006-02-26","Canada"
"25","Vasily Rochev","false","2006-02-26","2006-02-26","Russia"
"27","Aino-Kaisa Saarinen","false","2006-02-26","2006-02-26","Finland"
"25","Evi Sachenbacher-Stehle","false","2006-02-26","2006-02-26","Germany"
"33","Andreas Schlütter","false","2006-02-26","2006-02-26","Germany"
"31","Beckie Scott","false","2006-02-26","2006-02-26","Canada"
"26","Alyona Sidko","false","2006-02-26","2006-02-26","Russia"
"28","Anders Södergren","false","2006-02-26","2006-02-26","Sweden"
"31","René Sommerfeldt","false","2006-02-26","2006-02-26","Germany"
"30","Jens Arne Svartedal","false","2006-02-26","2006-02-26","Norway"
"37","Fulvio Valbusa","true","2006-02-26","2006-02-26","Italy"
"34","Sabina Valbusa","false","2006-02-26","2006-02-26","Italy"
"35","Andrus Veerpalu","true","2006-02-26","2006-02-26","Estonia"
"33","Cristian Zorzi","true","2006-02-26","2006-02-26","Italy"
"31","Brigitte Albrecht-Loretan","false","2002-02-24","2002-02-24","Switzerland"
"24","Tobias Angerer","false","2002-02-24","2002-02-24","Germany"
"29","Anders Aukland","true","2002-02-24","2002-02-24","Norway"
"21","Marit Bjørgen","false","2002-02-24","2002-02-24","Norway"
"34","Mikhail Botvinov","false","2002-02-24","2002-02-24","Austria"
"29","Giorgio Di Centa","false","2002-02-24","2002-02-24","Italy"
"24","Per Elofsson","false","2002-02-24","2002-02-24","Sweden"
